"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Aug. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","241 320 017"
"Sep. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","363 855 356"
"Oct. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","353 616 069"
"Nov. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","343 543 421"
"Dec. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","252 732 479"
"Jan.-Dec. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 615 566 039"
"Jan. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","242 239 985"
"Feb. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","306 476 613"
"Mar. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","427 648 442"
"Apr. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","348 577 337"
"May. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","422 308 757"
"Jun. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","313 704 470"
