"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Mar. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","401 125 005"
"Apr. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","489 895 113"
"May. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","342 471 626"
"Jun. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","483 927 598"
"Jul. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","445 088 958"
"Aug. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","190 864 172"
"Sep. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","270 601 616"
"Oct. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","280 829 133"
"Nov. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","548 684 287"
"Dec. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","227 868 850"
"Jan.-Dec. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 439 109 501"
"Jan. 2021","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","509 061 460"
"Feb. 2021","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","403 124 939"
"Mar. 2021","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","408 414 359"
"Apr. 2021","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","445 097 465"
"May. 2021","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","364 644 262"
"Jun. 2021","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","485 231 734"
"Jul. 2021","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","538 548 617"
"Jan. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","769 044 138"
"Feb. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","941 733 755"
"Mar. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","914 825 621"
"Apr. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","623 650 761"
"May. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","635 514 126"
"Jun. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","927 904 597"
"Jul. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","887 589 968"
"Aug. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","565 637 232"
"Sep. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","721 657 011"
"Oct. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","852 532 040"
"Nov. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","756 169 722"
"Dec. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","785 373 871"
"Jan.-Dec. 2020","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","9 381 632 842"
"Jan. 2021","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","604 590 191"
"Feb. 2021","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","852 764 162"
"Mar. 2021","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 138 614 027"
"Apr. 2021","Spain (incl. Canary Islands 'XB' from 1997)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","879 466 148"
