"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Apr. 2021","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","51 251"
"May. 2021","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","24 715"
"Jun. 2021","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","72 582"
"Jul. 2021","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","49 380"
"Jan. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","4 748 576"
"Feb. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 631 318"
"Mar. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 074 570"
"Apr. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 295 813"
"May. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 807 545"
"Jun. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 903 083"
"Jul. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","6 406 877"
"Aug. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","9 805 978"
"Sep. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","5 567 630"
"Oct. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 928 109"
"Nov. 2020","Denmark","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 428 917"
